NÚMERO;NOME;TIPO;MUSTg;TUSTg;MUSTc-P;TUSTcP;MUSTc-FP;TUSTc-FP;EUSTg;EUSTc-P;EUSTc-FP;SM
;;; (MW); (R$/kW.mês); (MW); (R$/kW.mês); (MW); (R$/kW.mês); (1000R$/ano); (1000R$/ano); (1000R$/ano)
30251;#1ABL--SP138; ;;6,821;;16,825;;;;;;2
30256;#1AIRL-SP138; ;;6,303;;17,343;;;;;;2
30222;#1ASCH-SP138; ;;6,764;;16,882;;;;;;2
30244;#1ASCP-SP138; ;;6,303;;17,344;;;;;;2
30219;#1ASCS-SP138; ;;6,799;;16,847;;;;;;2
30143;#1BRAS-SP138; ;;6,303;;17,343;;;;;;2
2530;#1COSM-SP138; ;;6,821;;16,825;;;;;;2
30208;#1CRIS-SP138; ;;6,601;;17,046;;;;;;2
30214;#1ITAP-SP138; ;;6,601;;17,046;;;;;;2
30278;#1LIND-SP138; ;;6,601;;17,046;;;;;;2
30260;#1ORIO-SP138; ;;6,303;;17,343;;;;;;2
30265;#1PAU3-SP138; ;;6,303;;17,344;;;;;;2
30286;#1PIR2-SP138; ;;6,893;;16,754;;;;;;2
30269;#1PLAS-SP138; ;;6,303;;17,343;;;;;;2
30276;#1POLY-SP138; ;;6,821;;16,825;;;;;;2
30216;#1PRAD-SP138; ;;6,601;;17,046;;;;;;2
2391;#1REPL-SP138; ;;6,303;;17,343;;;;;;2
30254;#1RHOD-SP138; ;;6,303;;17,343;;;;;;2
30274;#1SANT-SP138; ;;6,821;;16,825;;;;;;2
30247;#1SYNG-SP138; ;;6,303;;17,343;;;;;;2
29983;#1USES-SP138; ;;6,821;;16,825;;;;;;2
30262;#1WMPA-SP138; ;;6,303;;17,343;;;;;;2
30252;#2ABL--SP138; ;;6,821;;16,825;;;;;;2
30257;#2AIRL-SP138; ;;6,303;;17,343;;;;;;2
30223;#2ASCH-SP138; ;;6,951;;16,696;;;;;;2
30245;#2ASCP-SP138; ;;6,303;;17,343;;;;;;2
30220;#2ASCS-SP138; ;;6,799;;16,847;;;;;;2
30142;#2BRAS-SP138; ;;6,303;;17,343;;;;;;2
30273;#2COSM-SP138; ;;6,821;;16,825;;;;;;2
30209;#2CRIS-SP138; ;;6,601;;17,046;;;;;;2
30271;#2INTP-SP138; ;;6,821;;16,825;;;;;;2
30215;#2ITAP-SP138; ;;6,601;;17,046;;;;;;2
30279;#2LIND-SP138; ;;6,601;;17,046;;;;;;2
30261;#2ORIO-SP138; ;;6,303;;17,343;;;;;;2
30266;#2PAU3-SP138; ;;6,303;;17,343;;;;;;2
30287;#2PIR2-SP138; ;;6,891;;16,756;;;;;;2
30270;#2PLAS-SP138; ;;6,821;;16,825;;;;;;2
30277;#2POLY-SP138; ;;6,821;;16,825;;;;;;2
30217;#2PRAD-SP138; ;;6,601;;17,046;;;;;;2
30255;#2RHOD-SP138; ;;6,303;;17,343;;;;;;2
30275;#2SABT-SP138; ;;6,821;;16,825;;;;;;2
30248;#2SYNG-SP138; ;;6,821;;16,825;;;;;;2
30272;#2USES-SP138; ;;6,821;;16,825;;;;;;2
